CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE.DESCRIPTION,INSPECTION.DATE,ACTION,VIOLATION.CODE,VIOLATION.DESCRIPTION,CRITICAL.FLAG,SCORE,GRADE,GRADE.DATE,RECORD.DATE,INSPECTION.TYPE,add,lon,lat,geoAddress
50005714,VIETNAAM,MANHATTAN,1700,2ND AVE,10128,2127220558,Vietnamese/Cambodian/Malaysia,8/30/16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,8/30/16,9/27/17,Cycle Inspection / Re-inspection,1700 2ND AVE,-73.9504336,40.7791704,"1700 2nd ave, new york, ny 10128, usa"
41344621,MCDONALD'S,MANHATTAN,336,EAST   23 STREET,10010,2122285529,American,3/28/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,,,9/27/17,Cycle Inspection / Initial Inspection,336 EAST   23 STREET,-94.580107,39.0853557,"348-300 e 23rd st, kansas city, mo 64108, usa"
40942073,RE SETTE,MANHATTAN,7,WEST   45 STREET,10036,2122217530,Italian,11/14/13,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,29,,,9/27/17,Cycle Inspection / Initial Inspection,7 WEST   45 STREET,-73.9800635,40.755897,"7 w 45th st, new york, ny 10036, usa"
41603622,POTBELLY SANDWICH WORKS,MANHATTAN,30,ROCKEFELLER CENTER,10020,6462894203,Sandwiches/Salads/Mixed Buffet,7/12/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,,,9/27/17,Cycle Inspection / Compliance Inspection,30 ROCKEFELLER CENTER,-73.9799726,40.7593755,"rockefeller plaza, 45 rockefeller plaza, new york, ny 10111, usa"
41164208,MANITOBA'S,MANHATTAN,99,AVENUE B,10009,2129822511,American,1/2/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,9/27/17,Cycle Inspection / Initial Inspection,99 AVENUE B,-112.2720549,33.1321826,"99th ave, maricopa, az 85139, usa"
40906867,SUBWAY,MANHATTAN,173,WEST   26 STREET,10001,2122557647,Sandwiches,12/1/14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,,,9/27/17,Cycle Inspection / Initial Inspection,173 WEST   26 STREET,-89.6320184,42.2978285,"173 il-26, freeport, il 61032, usa"
41643403,DON ANTONIO RESTAURANT,MANHATTAN,309,WEST   50 STREET,10019,6467191043,Italian,9/19/14,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,13,A,9/19/14,9/27/17,Cycle Inspection / Re-inspection,309 WEST   50 STREET,-73.9867076,40.7627178,"309 w 50th st, new york, ny 10019, usa"
41458413,PROVOCATEUR NIGHT CLUB,MANHATTAN,18,9 AVENUE,10014,2129299036,American,4/3/15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,,,9/27/17,Cycle Inspection / Initial Inspection,18 9 AVENUE,-74.0058365,40.7397421,"18 9th ave, new york, ny 10014, usa"
41719137,Lenny's,MANHATTAN,405,LEXINGTON AVENUE,10174,2126977700,Sandwiches/Salads/Mixed Buffet,8/17/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17,,,9/27/17,Cycle Inspection / Initial Inspection,405 LEXINGTON AVENUE,-73.975353,40.7516502,"405 lexington ave, new york, ny 10174, usa"
41640400,KUMO SUSHI,MANHATTAN,282,BLEECKER STREET,10014,2123660808,Japanese,6/15/15,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,38,,,9/27/17,Cycle Inspection / Initial Inspection,282 BLEECKER STREET,-74.0035441,40.73175,"282 bleecker st, new york, ny 10014, usa"
41648141,NEW ASIA,MANHATTAN,666,AMSTERDAM AVENUE,10025,6466783689,Chinese,9/28/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,9/27/17,Cycle Inspection / Initial Inspection,666 AMSTERDAM AVENUE,-73.9722184,40.7919003,"666 amsterdam ave, new york, ny 10025, usa"
41350310,MAMMA'S FAMOUS PIZZA & BURGERS,MANHATTAN,2345,BROADWAY,10024,2123628612,Pizza,10/31/14,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,34,,,9/27/17,Cycle Inspection / Initial Inspection,2345 BROADWAY,-73.9771291,40.788139,"2345 broadway, new york, ny 10024, usa"
40965172,L'AILE OU LA CUISSE (L'A.O.C),MANHATTAN,314,BLEECKER ST,10014,2126759463,French,7/12/16,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,37,,,9/27/17,Cycle Inspection / Initial Inspection,314 BLEECKER ST,-74.0041141,40.7327534,"314 bleecker st, new york, ny 10014, usa"
41643863,CATA,MANHATTAN,245,BOWERY ST,10002,2125052282,Spanish,4/28/15,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,9,A,4/28/15,9/27/17,Cycle Inspection / Re-inspection,245 BOWERY ST,-73.9927918,40.7226288,"245 bowery, new york, ny 10002, usa"
41560572,KONDITORI,MANHATTAN,182,ALLEN STREET,10002,6463503973,Cafí€Œ©/Coffee/Tea,4/20/17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,10,A,4/20/17,9/27/17,Cycle Inspection / Initial Inspection,182 ALLEN STREET,-72.5569274,42.0947337,"182 allen st, springfield, ma 01108, usa"
41709933,RADIANCE,MANHATTAN,208,EAST   50 STREET,10022,2128888060,Chinese,11/18/13,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,7,,,9/27/17,Cycle Inspection / Initial Inspection,208 EAST   50 STREET,-93.2735328,44.9124577,"298-200 e 50th st, minneapolis, mn 55419, usa"
40888633,SAN LOCO,MANHATTAN,111,STANTON STREET,10002,2122537580,Mexican,10/22/14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,44,,,9/27/17,Cycle Inspection / Initial Inspection,111 STANTON STREET,-73.9874678,40.7210331,"111 stanton st, new york, ny 10002, usa"
50047967,FILAGA,MANHATTAN,75,9th AVE,10011,6466785382,Pizza/Italian,7/1/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,7/1/16,9/27/17,Pre-permit (Operational) / Re-inspection,75 9th AVE,-74.0060838,40.7425548,"75 9th ave, new york, ny 10011, usa"
50033104,HILLTOP PERK DELI,MANHATTAN,83,HAVEN AVE,10032,2129230686,American,12/2/16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,46,,,9/27/17,Cycle Inspection / Initial Inspection,83 HAVEN AVE,-73.94229,40.8442409,"83 haven ave, new york, ny 10032, usa"
50017003,GREECOLOGIES,MANHATTAN,379,BROOME ST,10013,2129410100,Greek,1/11/16,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,22,,,9/27/17,Cycle Inspection / Initial Inspection,379 BROOME ST,-73.9965509,40.7201639,"379 broome st, new york, ny 10013, usa"
41359153,TWO BOOTS,MANHATTAN,1617,2 AVENUE,10028,2127340317,Pizza,3/26/14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,3/26/14,9/27/17,Cycle Inspection / Re-inspection,1617 2 AVENUE,-73.952983,40.7765639,"1617 2nd ave, new york, ny 10028, usa"
41185899,POCHA 32,MANHATTAN,15,WEST 32 STREET,10001,2122791876,Korean,3/30/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,3/30/17,9/27/17,Cycle Inspection / Re-inspection,15 WEST 32 STREET,-80.283036,25.8511239,"15 w 32nd st, hialeah, fl 33012, usa"
50005642,BAGELS AND MORE,MANHATTAN,1585,3RD AVE,10128,2123484395,Bagels/Pretzels,5/26/16,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,9/27/17,Cycle Inspection / Initial Inspection,1585 3RD AVE,-117.0642371,32.5979948,"1585 third ave, chula vista, ca 91911, usa"
50011127,MIRCH MASALA,MANHATTAN,95,MACDOUGAL ST,10012,2127772888,Indian,6/9/15,Violations were cited in the following area(s).,02G,Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.,Critical,12,A,6/9/15,9/27/17,Cycle Inspection / Re-inspection,95 MACDOUGAL ST,-74.0011233,40.7295261,"95 macdougal st, new york, ny 10012, usa"
41126939,TOMMY HILFIGER,MANHATTAN,601,WEST   26 STREET,10001,2125496444,American,11/30/15,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10,A,11/30/15,9/27/17,Cycle Inspection / Initial Inspection,601 WEST   26 STREET,-74.0066396,40.7514867,"601 w 26th st, new york, ny 10001, usa"
40959046,BAR 13,MANHATTAN,35,EAST   13 STREET,10003,2129796677,American,12/4/14,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,33,,,9/27/17,Cycle Inspection / Initial Inspection,35 EAST   13 STREET,-87.6261865,41.8657419,"13-39 e 13th st, chicago, il 60605, usa"
41463915,BEANS AND VINES,MANHATTAN,4842,BROADWAY,10034,2125442326,American,11/19/15,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,11/19/15,9/27/17,Cycle Inspection / Initial Inspection,4842 BROADWAY,-73.9246295,40.8662653,"4842 broadway, new york, ny 10034, usa"
41630632,J J NOODLE,MANHATTAN,19,HENRY STREET,10002,2125712440,Chinese,5/31/16,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,31,,,9/27/17,Cycle Inspection / Initial Inspection,19 HENRY STREET,-73.9968992,40.7129339,"19 henry st, new york, ny 10002, usa"
50011908,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MANHATTAN,5,MOTT ST,10013,2125668388,Vegetarian,1/5/15,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24,B,1/5/15,9/27/17,Cycle Inspection / Re-inspection,5 MOTT ST,-73.9989484,40.7138543,"5 mott st, new york, ny 10013, usa"
50000972,BRASSERIE COGNAC EAST,MANHATTAN,963,LEXINGTON AVE,10021,2122495100,French,10/2/14,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140í‰Œ_ F.,Critical,20,,,9/27/17,Cycle Inspection / Initial Inspection,963 LEXINGTON AVE,-73.9628994,40.7691115,"963 lexington ave, new york, ny 10021, usa"
41703681,LEGEND UPPER WEST,MANHATTAN,258,WEST  109 STREET,10025,2122224800,Chinese,9/7/17,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot food item not held at or above 140í‰Œ_ F.,Critical,50,,,9/27/17,Cycle Inspection / Initial Inspection,258 WEST  109 STREET,-73.966815,40.8032671,"258 w 109th st, new york, ny 10025, usa"
40402205,PIADINA RESTAURANT,MANHATTAN,57,WEST   10 STREET,10011,2124608017,Italian,2/3/16,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,57 WEST   10 STREET,-97.7418503,30.2717744,"57 w 10th st, austin, tx 78701, usa"
40386508,NEW YORK UNIVERSITY - LAW SCHOOL,MANHATTAN,110,WEST THIRD STREET,10012,2129986498,American,11/17/14,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22,,,9/27/17,Cycle Inspection / Initial Inspection,110 WEST THIRD STREET,-79.1929037,34.678843,"110 w 3rd st, pembroke, nc 28372, usa"
50060746,MY PIE PIZZERIA,MANHATTAN,166,W 72ND ST,10023,2127877200,Other,1/1/00,,,,Not Applicable,NA,,,9/27/17,,166 W 72ND ST,-73.9812386,40.7781391,"166 w 72nd st, new york, ny 10023, usa"
40607926,BISTRO LES AMIS,MANHATTAN,180,SPRING STREET,10012,2122268645,French,7/24/14,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,A,7/24/14,9/27/17,Cycle Inspection / Initial Inspection,180 SPRING STREET,-79.9513855,32.7885027,"180 spring st, charleston, sc 29403, usa"
40857382,POPEYES LOUISIANA KITCHEN,MANHATTAN,103,EAST  125 STREET,10035,2124274217,Chicken,5/6/14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,5/6/14,9/27/17,Cycle Inspection / Initial Inspection,103 EAST  125 STREET,-73.9387069,40.8050869,"103 e 125th st, new york, ny 10035, usa"
41691378,CHIPOTLE MEXICAN GRILL,MANHATTAN,604,2 AVENUE,10016,9172897052,Mexican,9/22/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,9/22/16,9/27/17,Cycle Inspection / Initial Inspection,604 2 AVENUE,-73.9758441,40.7441607,"604 2nd ave, new york, ny 10016, usa"
